Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id
5,4,2,3,4,1,2,5b95a66ba2980c0001c481a6,42wqjpxHMdA
6,3,2,1,4,1,2,5b95a66ba2980c0001c481a6,cYszuGaptkk
1,1,1,1,1,6,1,593b5b0e6c168c000177899a,kEszobB-abk
5,3,4,4,6,2,7,601ecf037d641438c0840330,UZI85fGTuAM
6,4,5,5,2,1,4,603900436aac0934a527e745,lHmmtj8270k
3,2,2,4,4,1,1,5a9adf93dbdb470001eee5e1,awK4jz6RWkU
7,7,1,1,1,1,1,5e14c068ed1b3b000cf0e3c7,p_6ua9LLqy0
5,5,1,2,6,2,5,5ec967ac9020ae477aee23af,3cZMIJq5gis
5,4,2,2,4,1,3,623729c5c785c64be4d2f444,x1Vhqc54Sgs
7,6,3,3,4,1,1,5f296dc899c65605ad881760,yyyapflC9Wk
5,4,6,3,2,1,1,5ea986542bd79508d1d3cd7e,VIqv8YRVDuY
4,3,3,4,4,1,3,593b5b0e6c168c000177899a,A_GQGfxzc6k
4,3,3,2,2,1,1,615822379d204660be9076d9,daHsUZiM6p8
3,3,1,1,7,6,7,615dc9a9d61ae634ede50ebb,Zl-50U1tsBM
4,5,4,2,5,1,4,603900436aac0934a527e745,daHsUZiM6p8
5,1,4,1,4,2,2,5f3d63427c561a0f0d0cb09c,x85TYyRIRwU
6,4,3,2,4,1,1,5f296dc899c65605ad881760,a0L1IzEMQ_c
4,1,4,4,5,2,3,593b5b0e6c168c000177899a,M-ErishbROk
5,4,6,5,2,1,6,603900436aac0934a527e745,NLBZzszOhx0
4,6,1,2,1,1,1,5ea986542bd79508d1d3cd7e,2-m3SEGs0kM
7,4,6,7,6,1,7,5ce52692b4a0b500016a9112,OdDQthpq2Xo
4,3,3,2,2,1,2,5fb93f3349adcb75d64045d1,KqXriV8Mi3Y
4,5,3,1,3,1,3,5d48673efef71c0016d8bf40,qLI0PnzmYKA
6,5,4,6,3,1,5,5ea20fd571038c119083a8df,z8xZjjBKZI8
1,1,1,1,5,3,2,5e27fdd75ade0ba21df12828,kb4Ga1tD3nk
5,4,2,3,5,1,3,55d51a6b8ce09000127d4821,-Mqc2csT3ZM
1,1,3,2,1,1,2,5e27fdd75ade0ba21df12828,8Mm00joqGFs
3,1,1,1,2,1,1,5c0b888b7bbde100010a8fd9,6cYp20jojU0
5,1,3,1,7,2,3,5c60501d767686000100150c,Dvcp5sr5AcA
3,4,2,1,3,2,4,5747ac9d5bef980010b0414b,dItD6LO1ILc
1,1,1,1,5,4,6,622a03d0bf48c972d851915a,xW_3jja6hFQ
5,5,3,5,2,1,1,55d51a6b8ce09000127d4821,pdzliNhlqWI
5,4,3,2,4,2,4,5e77f6934ffe99364534227a,26hYGh4SYX4
5,3,4,3,3,1,3,59f0eda5e75b450001a699a7,qymG5taSseY
4,5,3,2,6,4,4,5fc45894c518494211619c7e,76xq8R9cEOI
5,5,5,4,2,1,3,6077dd4c0a8ff92267e84b6e,pdzliNhlqWI
5,3,4,4,5,3,4,5fb3814f2ed467ac73fe19fd,fM1ARuVwYT4
1,1,1,1,5,2,3,5c0b888b7bbde100010a8fd9,Zl-50U1tsBM
4,2,2,2,6,2,5,55d51a6b8ce09000127d4821,Zl-50U1tsBM
4,5,4,3,4,1,3,622a03d0bf48c972d851915a,RBB1cYpAFbc
3,2,3,2,3,1,3,5d48673efef71c0016d8bf40,P1TUfuacr-s
6,7,7,6,4,1,4,5ea20fd571038c119083a8df,AB8ud4ogIvo
6,1,5,2,3,1,1,5e27fdd75ade0ba21df12828,VIqv8YRVDuY
4,1,3,3,2,1,1,5c0b888b7bbde100010a8fd9,VIqv8YRVDuY
6,4,6,4,4,1,2,5dcc6f91e5e18690a20e74d1,pdzliNhlqWI
3,3,2,2,6,4,4,55d51a6b8ce09000127d4821,HO-GyyhtDnA
3,3,3,2,2,5,2,5f0c40741fa6930438c1f19c,rBnSfDaDVQI
2,2,3,1,6,5,5,6077dd4c0a8ff92267e84b6e,Zl-50U1tsBM
7,1,3,1,4,1,2,5c60501d767686000100150c,jg35mmYzh3I
5,2,2,4,3,1,2,5e77f6934ffe99364534227a,VIqv8YRVDuY
3,1,1,1,3,1,2,5fcf61cae339e601668c71aa,cYszuGaptkk
3,2,3,5,3,1,2,59d3958ed552520001fe6dfc,Rk2yWHQjYJI
5,5,4,4,4,1,3,5fc45894c518494211619c7e,pdzliNhlqWI
5,5,5,6,2,1,2,622a03d0bf48c972d851915a,6NL_inUJ-yE
4,4,2,2,4,1,3,59f0eda5e75b450001a699a7,A_GQGfxzc6k
2,1,1,1,4,1,1,5c0b888b7bbde100010a8fd9,cYszuGaptkk
3,4,2,2,3,2,1,5d4b36bf137506001bb6b366,WkkrKcyoiA4
5,3,5,5,3,1,2,5747ac9d5bef980010b0414b,S2JB2aZDdgg
4,2,1,1,5,1,2,5e27fdd75ade0ba21df12828,cYszuGaptkk
3,2,3,2,2,1,2,5d48673efef71c0016d8bf40,ZNF7nCHCuEo
5,5,5,4,4,1,2,61572aeab6ac8a5fe94b43b4,pdzliNhlqWI
5,6,5,5,3,1,3,5ea20fd571038c119083a8df,TLdsiPBq3IE
6,4,6,5,5,1,4,5fb3814f2ed467ac73fe19fd,ZNF7nCHCuEo
1,1,1,1,5,3,1,5c0b888b7bbde100010a8fd9,HO-GyyhtDnA
3,3,3,3,3,4,3,5f0c40741fa6930438c1f19c,RxYisyVBAdI
4,5,4,3,5,2,1,5da9a1659413e4001505d7f7,AYiWOamJVbk
5,3,4,2,6,2,5,6077dd4c0a8ff92267e84b6e,cYszuGaptkk
1,1,1,1,1,7,1,5d4b36bf137506001bb6b366,lxHh_AJ0-jE
7,7,6,4,5,1,4,622a03d0bf48c972d851915a,7ZEF-H-Cyno
4,4,3,3,5,3,4,5fc45894c518494211619c7e,Zl-50U1tsBM
2,1,1,1,2,2,3,5e77f6934ffe99364534227a,Zl-50U1tsBM
5,5,6,6,5,1,5,5747ac9d5bef980010b0414b,q1S6UjO6rgQ
4,4,2,3,2,1,2,59d3958ed552520001fe6dfc,XG7tiYSHwTo
3,1,3,6,1,1,2,5c60501d767686000100150c,Rk2yWHQjYJI
3,4,2,1,2,1,1,5e27fdd75ade0ba21df12828,pdzliNhlqWI
3,2,2,1,4,3,4,5d48673efef71c0016d8bf40,XRclPERrLVc
4,2,7,7,1,1,5,5f22de3904d2a80008ca108a,JBT_A2TyPCQ
5,5,5,4,5,3,1,61572aeab6ac8a5fe94b43b4,2-m3SEGs0kM
6,5,4,3,3,1,1,5dcc6f91e5e18690a20e74d1,2-m3SEGs0kM
7,7,7,7,7,1,7,5f0c40741fa6930438c1f19c,42wqjpxHMdA
3,2,2,4,2,1,1,5d4b36bf137506001bb6b366,FqGfNOYo0co
5,5,3,4,4,2,4,5fc45894c518494211619c7e,2-m3SEGs0kM
5,5,4,3,3,1,3,6077dd4c0a8ff92267e84b6e,2-m3SEGs0kM
6,4,5,3,5,1,4,622a03d0bf48c972d851915a,Hkae1vy8HPA
4,2,1,1,5,5,5,5dec460a8d43d9346487f840,HO-GyyhtDnA
5,5,4,4,4,1,5,5747ac9d5bef980010b0414b,kVGcmBU-GIQ
1,1,1,1,7,2,3,5e27fdd75ade0ba21df12828,HO-GyyhtDnA
3,3,2,2,5,2,5,5e77f6934ffe99364534227a,HO-GyyhtDnA
6,1,5,1,6,1,1,5c60501d767686000100150c,bP5Wlc0Na8w
6,6,4,4,4,1,4,5ea20fd571038c119083a8df,7ZEF-H-Cyno
6,6,6,6,6,2,3,5f0c40741fa6930438c1f19c,kVGcmBU-GIQ
2,2,2,4,1,1,1,59d3958ed552520001fe6dfc,oc3VxkmHMx0
4,5,3,2,6,4,4,5fc45894c518494211619c7e,HO-GyyhtDnA
1,1,1,1,1,6,1,5d4b36bf137506001bb6b366,26jBFBmrmr4
5,6,4,5,6,2,5,5747ac9d5bef980010b0414b,pTe7yJS0mqU
4,4,4,1,6,5,5,61572aeab6ac8a5fe94b43b4,Zl-50U1tsBM
5,6,4,5,6,2,5,5747ac9d5bef980010b0414b,hNEvIimRhe8
5,5,3,2,4,1,4,59f0eda5e75b450001a699a7,hEIrqBhIbmk
4,2,4,2,2,1,3,5d48673efef71c0016d8bf40,MUq2VCSi-bs
5,6,4,5,6,2,5,5747ac9d5bef980010b0414b,sP6RnFMqDnI
5,5,4,4,4,1,5,622a03d0bf48c972d851915a,hgORULxqBqU
3,2,2,3,1,1,1,59d3958ed552520001fe6dfc,__5nKKCvOzk
4,3,3,4,5,1,4,5b95a66ba2980c0001c481a6,hS3bS7GksVk
5,3,6,4,3,1,2,6077dd4c0a8ff92267e84b6e,VIqv8YRVDuY
1,1,1,1,7,2,1,5e27fdd75ade0ba21df12828,Zl-50U1tsBM
5,5,5,6,6,1,6,5ea20fd571038c119083a8df,hgORULxqBqU
5,4,3,3,5,1,3,5fc45894c518494211619c7e,VIqv8YRVDuY
6,2,3,1,7,1,1,5c60501d767686000100150c,PN1BbPGS_RQ
5,1,3,7,1,1,1,5c60501d767686000100150c,esX6Xb_7WyM
6,6,4,2,6,5,5,5fb3814f2ed467ac73fe19fd,iAdS053L7L0
5,4,3,5,3,1,1,59d3958ed552520001fe6dfc,yQgb0LJUIlU
7,4,7,6,4,1,5,5747ac9d5bef980010b0414b,esX6Xb_7WyM
3,5,3,1,4,1,1,5c60501d767686000100150c,pBxyBLjr7sM
5,6,5,4,4,1,4,5fb3814f2ed467ac73fe19fd,kL9qia-G10g
3,2,3,1,1,1,2,5d48673efef71c0016d8bf40,VIqv8YRVDuY
5,6,5,2,4,2,4,5f0c40741fa6930438c1f19c,XDf_J2ajI7Q
3,2,3,1,2,1,2,5d48673efef71c0016d8bf40,cYszuGaptkk
3,2,2,2,3,1,1,59d3958ed552520001fe6dfc,L90gLiPafb4
4,3,2,2,3,2,2,5d4b36bf137506001bb6b366,hEIrqBhIbmk
4,1,1,1,7,7,6,5ea20fd571038c119083a8df,HO-GyyhtDnA
6,1,3,1,6,1,1,5c60501d767686000100150c,HO-GyyhtDnA
3,2,2,1,3,2,1,59d3958ed552520001fe6dfc,VFXSd8qc7Xk
4,3,2,1,2,1,3,59f0eda5e75b450001a699a7,HO-GyyhtDnA
2,2,2,2,2,2,2,5d4b36bf137506001bb6b366,pdzliNhlqWI
2,2,2,2,2,4,2,5d4b36bf137506001bb6b366,Zl-50U1tsBM
3,1,1,6,2,1,2,5fcf61cae339e601668c71aa,pdzliNhlqWI
5,6,6,3,5,1,2,5dec460a8d43d9346487f840,pdzliNhlqWI
6,5,5,4,4,1,3,5d5db7f7ca179000180b17cc,HO-GyyhtDnA
5,3,4,4,3,2,2,5f3960e728b3734d421b2eeb,Lo_x8RN_x2Y
6,5,6,4,4,1,2,5d5db7f7ca179000180b17cc,2-m3SEGs0kM
5,4,3,2,3,2,1,5da9a1659413e4001505d7f7,m_ILlDydHwk
1,2,1,3,2,2,1,5fcf61cae339e601668c71aa,2-m3SEGs0kM
5,6,4,2,5,2,3,5da9a1659413e4001505d7f7,39QOYRNmfjg
6,5,6,2,7,1,3,609c010662a75f7f78ad58f0,kVGcmBU-GIQ
4,3,5,5,2,1,3,5f3960e728b3734d421b2eeb,LZm_wAgLSFE
4,2,2,2,3,1,5,5b95a66ba2980c0001c481a6,8ZKSazAgj7Q
4,5,5,3,1,1,1,5f22de3904d2a80008ca108a,pdzliNhlqWI
7,4,5,1,4,1,2,5b7f28ee4570a7000120ad3f,e6CJ0qsyJjQ
3,1,1,1,6,7,4,5da9a1659413e4001505d7f7,fM1ARuVwYT4
5,5,2,1,6,1,4,609c010662a75f7f78ad58f0,S8Sob8gzlUg
3,6,1,1,7,2,6,55e876f25e4d360012cc283d,cYszuGaptkk
6,4,5,1,4,1,4,5b7f28ee4570a7000120ad3f,fd-TEgqVsXY
5,3,2,2,1,1,1,5f22de3904d2a80008ca108a,HO-GyyhtDnA
3,2,2,1,2,1,2,5b95a66ba2980c0001c481a6,i7zsJj3XgBc
4,2,3,3,2,1,3,5b95a66ba2980c0001c481a6,33BwTrRpbR0
1,7,1,2,5,6,3,55e876f25e4d360012cc283d,2-m3SEGs0kM
5,5,5,1,6,1,4,5b7f28ee4570a7000120ad3f,cYszuGaptkk
7,7,7,1,2,1,2,5b7f28ee4570a7000120ad3f,pdzliNhlqWI
7,6,7,7,2,1,4,609c010662a75f7f78ad58f0,J1jTgT6DVfs
6,5,5,1,6,2,6,5b7f28ee4570a7000120ad3f,Zl-50U1tsBM
3,4,5,4,3,1,2,5b95a66ba2980c0001c481a6,_KrfMdJMlDM
4,3,3,5,3,1,2,5b95a66ba2980c0001c481a6,b9mftIxpif0
1,1,2,1,6,7,5,5da9a1659413e4001505d7f7,Zl-50U1tsBM
5,6,2,1,7,2,2,5b95a66ba2980c0001c481a6,RuAaIaNv48k
5,5,2,3,6,1,2,5b95a66ba2980c0001c481a6,tNru1d6XMuY
5,4,2,2,4,1,2,5b95a66ba2980c0001c481a6,P1TUfuacr-s
7,7,3,2,7,2,3,609c010662a75f7f78ad58f0,GUJ8PfvfQOU
5,5,1,1,7,6,5,609c010662a75f7f78ad58f0,HO-GyyhtDnA
6,6,2,2,7,3,5,609c010662a75f7f78ad58f0,cYszuGaptkk
4,3,6,3,3,3,1,5b95a66ba2980c0001c481a6,pdzliNhlqWI
3,2,2,1,5,3,4,5b95a66ba2980c0001c481a6,HO-GyyhtDnA
2,2,3,1,6,2,5,5b95a66ba2980c0001c481a6,Zl-50U1tsBM
7,6,7,6,6,1,4,615dc9a9d61ae634ede50ebb,VIqv8YRVDuY
3,1,1,2,3,1,2,6048a3eff8e2cdda59e5c9e7,my2MceeTLxc
4,5,3,1,6,2,1,5f3d63427c561a0f0d0cb09c,4Hl1wINuquM
6,6,4,4,5,1,4,5e7886313dacaa3fbb808a67,ulURkxonNpU
2,3,1,1,2,1,1,6048a3eff8e2cdda59e5c9e7,2-m3SEGs0kM
4,2,2,2,5,1,5,623729c5c785c64be4d2f444,SFDQWY3IQ6A
6,2,6,5,2,1,2,601ecf037d641438c0840330,b87r9x2ukUg
3,2,1,1,3,1,1,6048a3eff8e2cdda59e5c9e7,cYszuGaptkk
6,3,7,5,6,1,5,5ce52692b4a0b500016a9112,_mWQG-4Sc2U
6,5,6,3,6,1,4,5ec967ac9020ae477aee23af,aUOl_DWdEu8
3,2,2,2,6,6,5,6077dd4c0a8ff92267e84b6e,HO-GyyhtDnA
5,4,5,5,5,1,1,61572aeab6ac8a5fe94b43b4,VIqv8YRVDuY
6,3,4,2,4,1,2,5dcc6f91e5e18690a20e74d1,cYszuGaptkk
4,2,4,1,6,1,6,5d48673efef71c0016d8bf40,V5-Q-DY8WFM
2,2,2,1,1,1,1,5d48673efef71c0016d8bf40,pdzliNhlqWI
2,2,2,2,2,2,2,5f0c40741fa6930438c1f19c,kL9qia-G10g
5,4,6,5,3,1,2,622a03d0bf48c972d851915a,Eej5_xQMdF0
4,4,2,3,3,2,4,5d4b36bf137506001bb6b366,XDf_J2ajI7Q
6,6,5,6,6,1,5,5747ac9d5bef980010b0414b,XDf_J2ajI7Q
5,4,5,6,6,1,6,5ea20fd571038c119083a8df,Eej5_xQMdF0
1,2,2,1,1,1,1,5747ac9d5bef980010b0414b,MUq2VCSi-bs
6,4,5,5,5,1,2,5fb3814f2ed467ac73fe19fd,bEWuMC5K7vQ
3,2,1,2,3,2,2,5747ac9d5bef980010b0414b,nAX5Ib3h0bU
3,2,2,2,2,2,2,5d4b36bf137506001bb6b366,_kGMj1M8ko8
2,2,3,1,5,3,4,5d48673efef71c0016d8bf40,Zl-50U1tsBM
6,4,5,5,5,1,3,5fb3814f2ed467ac73fe19fd,Lo_x8RN_x2Y
4,5,4,3,4,1,4,622a03d0bf48c972d851915a,cYszuGaptkk
2,2,1,2,2,3,2,5747ac9d5bef980010b0414b,6UKj4It_B44
4,3,5,3,2,1,2,5747ac9d5bef980010b0414b,_KrfMdJMlDM
5,5,7,6,5,1,4,5ea20fd571038c119083a8df,VIqv8YRVDuY
7,6,3,1,3,1,2,5c60501d767686000100150c,pdzliNhlqWI
5,6,5,5,6,1,5,5747ac9d5bef980010b0414b,RuAaIaNv48k
1,4,1,1,7,7,5,5ea20fd571038c119083a8df,Zl-50U1tsBM
2,3,3,2,4,1,4,5747ac9d5bef980010b0414b,YrKlq72U0E4
5,4,2,1,5,2,5,5f4b7922a1cde57399c3872e,2-m3SEGs0kM
6,2,7,3,5,1,6,5f4b7922a1cde57399c3872e,86xJR4ep09s
6,2,6,3,5,1,4,5f4b7922a1cde57399c3872e,FYpPMELi0Co
4,1,2,1,7,3,6,5f4b7922a1cde57399c3872e,HO-GyyhtDnA
7,1,6,7,2,1,5,5f4b7922a1cde57399c3872e,Kz2v4QYRsBw
4,2,4,1,7,3,5,5f4b7922a1cde57399c3872e,LnsUJ5qlJi4
7,5,3,4,5,1,3,5f4b7922a1cde57399c3872e,NGgyM6U8HQQ
7,3,7,5,3,1,6,5f4b7922a1cde57399c3872e,VIqv8YRVDuY
5,2,4,1,7,4,6,5f4b7922a1cde57399c3872e,Zl-50U1tsBM
5,2,3,1,6,2,7,5f4b7922a1cde57399c3872e,cYszuGaptkk
5,4,7,3,4,1,5,5f4b7922a1cde57399c3872e,pdzliNhlqWI
3,2,1,2,2,1,1,6048a3eff8e2cdda59e5c9e7,VIqv8YRVDuY
1,2,1,1,3,1,3,5fb93f3349adcb75d64045d1,HkESWe-VmCw
4,3,3,1,5,3,5,5a52164aac5624000153602a,mPCh3D21qZE
3,2,2,3,3,1,1,6074130be61cc52f7acdd375,hgORULxqBqU
5,3,2,2,5,1,4,5d5e8996eefb4600182fcbb1,LgDsU1GONwI
2,6,2,3,4,1,1,6074130be61cc52f7acdd375,5RVqzWqVpME
3,3,3,3,3,5,3,601ecf037d641438c0840330,ET8_Ee5cQk4
6,6,4,4,5,1,3,5e7886313dacaa3fbb808a67,Ex5ZhANd7z0
6,6,3,4,5,1,1,61bb378040db417c1a138a7c,LgDsU1GONwI
2,2,2,1,6,4,5,5d5e8996eefb4600182fcbb1,gcDAsT49EbI
6,5,5,2,4,1,1,5f296dc899c65605ad881760,ebUStbjgKXE
7,4,3,3,1,1,1,5e14c068ed1b3b000cf0e3c7,pdzliNhlqWI
5,6,1,1,6,2,5,5ec967ac9020ae477aee23af,SGDKdsICiPE
2,1,1,1,3,2,1,6048a3eff8e2cdda59e5c9e7,HO-GyyhtDnA
5,2,3,4,2,1,2,601ecf037d641438c0840330,Ex5ZhANd7z0
4,2,2,1,4,2,2,5fde8fc3c0e40a651914c261,SGDKdsICiPE
4,5,1,1,5,3,5,5ec967ac9020ae477aee23af,xbTNEkONzCo
2,1,3,5,2,1,1,6074130be61cc52f7acdd375,eL-YIdxfu3A
5,6,1,1,6,4,5,5ec967ac9020ae477aee23af,lKvRSLtbfrI
1,1,1,1,6,6,6,5e14c068ed1b3b000cf0e3c7,HO-GyyhtDnA
7,4,3,5,3,1,2,5f296dc899c65605ad881760,wxbvq4A02uQ
6,4,2,2,6,2,6,61bb378040db417c1a138a7c,9CRrye6_oFo
7,1,6,7,1,1,1,5e14c068ed1b3b000cf0e3c7,VIqv8YRVDuY
5,6,1,1,4,1,1,5f296dc899c65605ad881760,7ZEF-H-Cyno
6,5,4,3,3,1,2,615822379d204660be9076d9,-KKsNKY4V8k
2,2,2,2,6,5,3,5d5e8996eefb4600182fcbb1,HO-GyyhtDnA
7,6,7,7,4,1,5,5ce52692b4a0b500016a9112,pdzliNhlqWI
6,6,2,2,5,2,3,61bb378040db417c1a138a7c,hrpsvMHAkDI
2,2,2,1,3,1,1,5fde8fc3c0e40a651914c261,Rohm2GCg74U
5,5,4,3,3,1,4,5e1ccec8551fa0000cdc1f0b,rkmGVKQwMOA
4,3,2,2,4,4,3,601ecf037d641438c0840330,Zl-50U1tsBM
2,2,1,1,6,4,3,5f296dc899c65605ad881760,pTe7yJS0mqU
6,6,1,1,5,1,5,5ec967ac9020ae477aee23af,2-m3SEGs0kM
3,5,4,2,4,1,2,603900436aac0934a527e745,2-m3SEGs0kM
5,3,3,3,2,1,2,5e1ccec8551fa0000cdc1f0b,DPDwNEZJNJY
6,6,2,2,5,2,5,61bb378040db417c1a138a7c,S6qGevXNPaw
5,3,1,2,4,1,1,5f296dc899c65605ad881760,nbUOQ6gAudo
4,3,2,1,3,1,2,5fb93f3349adcb75d64045d1,w4zL859ehzU
6,4,5,5,3,1,3,5f296dc899c65605ad881760,flaRc0J0BwM
4,2,2,2,4,1,4,623729c5c785c64be4d2f444,HO-GyyhtDnA
2,3,1,1,3,1,1,5e27fdd75ade0ba21df12828,2-m3SEGs0kM
3,3,2,2,5,2,5,5e77f6934ffe99364534227a,cYszuGaptkk
3,2,3,1,5,2,1,5c60501d767686000100150c,Z00vBKSQrgU
4,4,4,4,4,1,2,5f0c40741fa6930438c1f19c,PN1BbPGS_RQ
4,6,5,3,4,2,3,5747ac9d5bef980010b0414b,hrpsvMHAkDI
5,4,3,2,4,1,3,59f0eda5e75b450001a699a7,KD1XHjYhvVU
5,3,3,3,3,1,2,5e77f6934ffe99364534227a,2-m3SEGs0kM
6,7,7,5,2,1,4,622a03d0bf48c972d851915a,KD1XHjYhvVU
6,4,4,3,3,1,3,59f0eda5e75b450001a699a7,jNW2XxPUDqc
4,5,4,2,6,5,5,61572aeab6ac8a5fe94b43b4,HO-GyyhtDnA
2,2,2,1,5,2,2,5d4b36bf137506001bb6b366,V5-Q-DY8WFM
4,6,3,3,3,1,2,5e77f6934ffe99364534227a,pdzliNhlqWI
3,3,2,2,4,2,4,5d4b36bf137506001bb6b366,VLM53mDZT4U
5,4,7,6,5,1,6,5ea20fd571038c119083a8df,g0DI5tPiPPM
2,2,3,3,1,1,1,5c60501d767686000100150c,kL9qia-G10g
5,5,5,4,4,1,4,59f0eda5e75b450001a699a7,Eej5_xQMdF0
7,4,4,1,6,1,5,5dcc6f91e5e18690a20e74d1,HO-GyyhtDnA
5,6,3,5,5,1,5,5747ac9d5bef980010b0414b,kL9qia-G10g
5,5,4,1,4,2,4,5d48673efef71c0016d8bf40,2-m3SEGs0kM
7,2,3,1,6,1,2,5c60501d767686000100150c,XDf_J2ajI7Q
5,5,5,4,5,1,5,622a03d0bf48c972d851915a,XDf_J2ajI7Q
6,5,7,6,4,1,4,5ea20fd571038c119083a8df,aUOl_DWdEu8
7,6,6,6,3,1,3,622a03d0bf48c972d851915a,zNLbDvnYln0
5,5,4,4,3,1,3,622a03d0bf48c972d851915a,D9QZLIMKEno
5,3,4,1,4,2,5,5d48673efef71c0016d8bf40,HO-GyyhtDnA
5,6,3,1,6,4,5,5b2a3000a29ccd0001154e8c,tqvV2uFPCfs
4,2,3,2,2,2,2,5d4b36bf137506001bb6b366,VIqv8YRVDuY
5,6,3,3,6,1,2,59d3958ed552520001fe6dfc,iQF1XSOxHcs
4,3,2,2,3,2,2,5d4b36bf137506001bb6b366,2-m3SEGs0kM
2,3,3,2,5,3,5,622a03d0bf48c972d851915a,HO-GyyhtDnA
5,6,5,3,3,1,2,622a03d0bf48c972d851915a,2-m3SEGs0kM
7,3,3,3,3,1,2,5c60501d767686000100150c,VIqv8YRVDuY
6,6,5,3,6,4,5,5fb3814f2ed467ac73fe19fd,uL3HLM6cWCE
7,2,5,3,3,1,3,5b2a3000a29ccd0001154e8c,h0TPYyam0-c
4,2,2,5,4,2,5,5b2a3000a29ccd0001154e8c,wI1q70-bcQE
7,5,7,5,5,1,4,615dc9a9d61ae634ede50ebb,rjylcwEXkPU
4,5,3,1,7,4,6,615dc9a9d61ae634ede50ebb,dmqgI4JCEuE
6,6,4,1,6,3,2,5a52164aac5624000153602a,gZwHQ9CGyJY
4,5,3,2,6,2,2,603900436aac0934a527e745,iAdS053L7L0
7,6,3,2,6,2,3,601ecf037d641438c0840330,THOQ7SmlwJc
5,4,1,1,5,1,2,5b2a3000a29ccd0001154e8c,lo68aakVEpc
4,1,4,3,1,1,1,5a52164aac5624000153602a,6NL_inUJ-yE
4,3,3,2,5,2,4,623729c5c785c64be4d2f444,YX2Ozh9Msf0
1,1,1,1,6,7,7,5e14c068ed1b3b000cf0e3c7,Dvcp5sr5AcA
5,4,4,3,1,1,1,5a52164aac5624000153602a,k0q5zWesa1k
6,6,3,2,2,1,1,5ea986542bd79508d1d3cd7e,ELhRcGY6XyI
4,3,3,2,4,4,4,601ecf037d641438c0840330,k8oFPfgOkzI
6,2,2,1,7,4,6,5e14c068ed1b3b000cf0e3c7,jEtrbjHaZc8
6,6,1,1,6,1,4,5ea986542bd79508d1d3cd7e,Z3JQHGaRQ7I
6,4,5,4,4,1,3,601ecf037d641438c0840330,_tNKC2D_DK4
7,6,6,4,4,1,3,5ce52692b4a0b500016a9112,Tk7PvxU93oA
1,1,1,1,5,4,6,5e14c068ed1b3b000cf0e3c7,AtNnedkKLnM
7,6,6,4,4,1,3,5ce52692b4a0b500016a9112,IgiFNotHmKg
4,2,3,3,3,1,5,623729c5c785c64be4d2f444,bBSU7U9f98w
6,6,1,1,5,1,4,5e14c068ed1b3b000cf0e3c7,2-m3SEGs0kM
4,5,5,1,4,1,1,5a52164aac5624000153602a,tyjlxbHsnuY
2,1,1,1,3,2,1,5f3d63427c561a0f0d0cb09c,ExJpDpg2T_A
2,1,1,1,4,7,4,615822379d204660be9076d9,NajVEu7_lQU
2,3,2,1,6,4,1,6074130be61cc52f7acdd375,QV2snXd5ZlQ
7,6,6,6,5,1,4,5e1ccec8551fa0000cdc1f0b,FILn56RNEyg
3,3,3,1,5,3,4,5a52164aac5624000153602a,HO-GyyhtDnA
5,3,3,4,1,1,1,5a9adf93dbdb470001eee5e1,Ex5ZhANd7z0
2,1,2,2,2,2,2,593b5b0e6c168c000177899a,xbTNEkONzCo
5,3,1,2,6,1,2,5f3d63427c561a0f0d0cb09c,2J7ZM8U9bw0
1,1,1,1,7,6,7,5e14c068ed1b3b000cf0e3c7,Zl-50U1tsBM
5,2,2,2,5,1,5,5d5e8996eefb4600182fcbb1,cYszuGaptkk
6,3,5,4,2,1,3,601ecf037d641438c0840330,XcdNtsFiLi4
5,2,5,1,3,1,1,5a52164aac5624000153602a,VIqv8YRVDuY
6,2,5,4,3,1,2,601ecf037d641438c0840330,8hm_SPwqUw4
5,6,1,1,6,4,6,5ec967ac9020ae477aee23af,HO-GyyhtDnA
5,4,3,4,4,1,3,5e7886313dacaa3fbb808a67,jk0uhPvBnaI
7,1,1,6,1,1,1,5e14c068ed1b3b000cf0e3c7,cYszuGaptkk
6,5,5,5,6,1,5,5ec967ac9020ae477aee23af,pdzliNhlqWI
4,2,3,5,2,2,2,603900436aac0934a527e745,VIqv8YRVDuY
5,3,6,2,2,1,2,5d5e8996eefb4600182fcbb1,pdzliNhlqWI
6,2,3,1,6,1,5,5dcc6f91e5e18690a20e74d1,Zl-50U1tsBM
7,6,5,5,5,1,2,5fb3814f2ed467ac73fe19fd,M7FLctp7tMk
1,1,1,1,1,6,1,5d4b36bf137506001bb6b366,q-7SBSxKxKo
7,7,7,7,7,1,7,5f0c40741fa6930438c1f19c,sv3SUIunbL0
5,4,3,3,5,2,4,59d3958ed552520001fe6dfc,q-7SBSxKxKo
5,4,4,5,5,1,4,5747ac9d5bef980010b0414b,g0DI5tPiPPM
3,3,3,2,5,2,5,622a03d0bf48c972d851915a,VLM53mDZT4U
5,5,5,2,5,1,5,5f0c40741fa6930438c1f19c,VLM53mDZT4U
3,5,1,2,4,1,2,59f0eda5e75b450001a699a7,pBxyBLjr7sM
3,4,3,3,3,2,1,59d3958ed552520001fe6dfc,XDf_J2ajI7Q
4,4,2,2,3,1,3,59f0eda5e75b450001a699a7,2-m3SEGs0kM
