Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id
1,1,1,1,1,1,1,5dc014ce64064045a688e3c8,Nej7R1969c0
6,6,5,6,4,1,5,5eb3d22ffa15221c2e0117c5,pdzliNhlqWI
3,2,2,2,5,1,1,5ee7c48852b956087468ad8b,2-m3SEGs0kM
5,6,5,5,5,2,5,59b555702a78fd00010b86d4,kVGcmBU-GIQ
2,3,3,2,1,1,1,60f58103f23bca812b229dbb,tXrsSbHI0sQ
5,5,6,5,5,2,5,59b555702a78fd00010b86d4,oS3DzyBVp1s
3,2,2,2,5,2,1,5ee7c48852b956087468ad8b,cYszuGaptkk
4,3,4,2,4,1,1,5ee7c48852b956087468ad8b,VIqv8YRVDuY
5,1,1,1,1,1,1,60f58103f23bca812b229dbb,cyc4PdMrf2k
1,1,1,1,3,2,4,60f58103f23bca812b229dbb,HO-GyyhtDnA
3,3,4,2,5,6,4,59b555702a78fd00010b86d4,XiHahyPA14A
4,1,1,1,2,1,5,60f58103f23bca812b229dbb,cYszuGaptkk
6,4,3,3,5,4,4,5d7ebf9e93902b0001965912,06_OXzp1jh0
3,3,3,4,6,6,5,59b555702a78fd00010b86d4,HO-GyyhtDnA
6,5,5,5,5,2,5,59b555702a78fd00010b86d4,cYszuGaptkk
2,2,1,2,1,1,1,60f58103f23bca812b229dbb,Zl-50U1tsBM
4,3,2,4,6,6,4,59b555702a78fd00010b86d4,Zl-50U1tsBM
5,2,5,4,3,1,2,5d7ebf9e93902b0001965912,VIqv8YRVDuY
6,1,4,2,4,1,4,5dc5da21d999de45a504651b,f-CA3IUQAWM
3,1,1,1,4,2,2,5dc5da21d999de45a504651b,ixaVqD1Yzls
5,2,2,1,4,2,5,5dc5da21d999de45a504651b,bkJxh88VNnc
2,2,1,1,3,2,3,5dc5da21d999de45a504651b,Drg9AMJCWRk
5,6,3,2,7,2,3,5ebac054d63dde03790ceef8,HmN4c8UShsk
7,5,5,4,6,1,5,5ebac054d63dde03790ceef8,xfIDBV2R5fw
1,1,1,1,5,4,4,5dc5da21d999de45a504651b,GGlOzSB1R-w
4,3,2,1,6,5,5,5ebac054d63dde03790ceef8,WYtavoRz-Jc
7,4,5,3,5,1,6,5ebac054d63dde03790ceef8,jYnVugDxErs
4,6,2,1,6,3,6,5ebac054d63dde03790ceef8,MUq2VCSi-bs
4,5,2,1,7,2,6,5ebac054d63dde03790ceef8,yRUiwRKk6QM
5,5,1,2,6,4,5,5ebac054d63dde03790ceef8,xbTNEkONzCo
6,7,2,2,6,1,6,5ebac054d63dde03790ceef8,Ig3eyG9baPw
6,5,1,2,6,4,6,5ebac054d63dde03790ceef8,cYszuGaptkk
5,4,5,3,5,1,5,5cbee08db4b8d300019a4227,QV2snXd5ZlQ
2,1,1,1,3,2,2,5a102e9dfdf6fc0001279561,HO-GyyhtDnA
3,2,1,3,2,1,1,5a102e9dfdf6fc0001279561,2-m3SEGs0kM
1,1,1,1,2,2,1,610e47e32fee3f67f185cb37,_OzTx2Sushc
1,1,1,3,1,1,1,5dc014ce64064045a688e3c8,1ElWzIJJCQI
5,1,3,5,1,1,2,5dc014ce64064045a688e3c8,mKBujFF2txY
5,4,4,2,5,1,4,5cbee08db4b8d300019a4227,bKK1XQg2Y9o
5,1,5,7,1,1,1,5dc014ce64064045a688e3c8,yQgb0LJUIlU
5,3,4,1,5,1,3,5cbee08db4b8d300019a4227,ET8_Ee5cQk4
5,3,3,2,4,1,2,5cbee08db4b8d300019a4227,E-7oPgt5dn8
1,1,1,1,1,1,1,5dc014ce64064045a688e3c8,e6CJ0qsyJjQ
5,1,4,1,7,1,7,5dc014ce64064045a688e3c8,V5-Q-DY8WFM
5,2,5,2,5,2,4,5cbee08db4b8d300019a4227,HO-GyyhtDnA
4,1,4,1,5,2,2,5cbee08db4b8d300019a4227,Zl-50U1tsBM
2,1,2,1,3,1,2,5dc014ce64064045a688e3c8,cYszuGaptkk
5,5,3,5,5,1,3,5cbee08db4b8d300019a4227,pdzliNhlqWI
3,3,1,1,1,2,1,5dc014ce64064045a688e3c8,2-m3SEGs0kM
2,1,1,1,3,2,2,5a102e9dfdf6fc0001279561,Zl-50U1tsBM
3,1,2,3,1,1,1,5a102e9dfdf6fc0001279561,VIqv8YRVDuY
7,6,3,2,7,1,2,610e47e32fee3f67f185cb37,SLSo8iqFsFE
4,1,4,1,4,1,4,611d3570f180b1adea26816b,cYszuGaptkk
3,2,1,1,2,1,1,60f58103f23bca812b229dbb,m_ILlDydHwk
3,2,4,6,2,1,3,5eb3d22ffa15221c2e0117c5,cYszuGaptkk
6,6,5,5,6,3,5,59b555702a78fd00010b86d4,p_6ua9LLqy0
6,1,6,2,6,1,5,5cbee08db4b8d300019a4227,M-ErishbROk
4,2,3,3,4,1,1,5ee7c48852b956087468ad8b,izuCJwPgG-Q
4,1,2,2,5,1,2,5ee7c48852b956087468ad8b,LmmNeskIG-c
5,5,5,6,5,1,5,59b555702a78fd00010b86d4,wWt38u3ikbQ
3,2,2,2,4,3,2,5ee7c48852b956087468ad8b,04YHrUko8yI
2,1,1,2,1,1,1,5e78c4ae5a7a1e0009d1ac58,YX2Ozh9Msf0
5,5,5,3,6,6,5,59b555702a78fd00010b86d4,Lnbrdx2iNZQ
5,2,5,4,3,1,2,5d7ebf9e93902b0001965912,2KH0C36fKkk
4,7,1,2,7,3,3,5e78c4ae5a7a1e0009d1ac58,Zl-50U1tsBM
6,4,6,5,3,1,4,59b555702a78fd00010b86d4,pdzliNhlqWI
2,1,3,4,1,1,1,5a102e9dfdf6fc0001279561,FqGfNOYo0co
3,2,2,2,5,6,4,5d7ebf9e93902b0001965912,Zl-50U1tsBM
3,3,2,2,1,1,1,5cbee08db4b8d300019a4227,87MVxvFBVqo
5,3,6,4,3,1,5,5d7ebf9e93902b0001965912,pdzliNhlqWI
6,1,1,4,2,1,4,5dc5da21d999de45a504651b,Y2Skw39jGlQ
3,6,1,1,5,1,4,5e78c4ae5a7a1e0009d1ac58,HO-GyyhtDnA
5,3,4,2,4,2,4,5dc5da21d999de45a504651b,uL3HLM6cWCE
6,1,4,1,5,1,2,5dc5da21d999de45a504651b,Oo1dMRp15_Q
7,7,7,2,6,1,1,610e47e32fee3f67f185cb37,PjA-VYesTtw
5,1,3,3,1,1,2,5dc5da21d999de45a504651b,WiZbb-QOStc
5,1,3,3,3,1,2,5dc5da21d999de45a504651b,ENjv1qKNS4A
6,3,3,3,3,1,2,5dc5da21d999de45a504651b,tYjBs906Aw8
1,1,1,1,5,4,4,5dc5da21d999de45a504651b,aLk1Xh0z7qw
3,3,2,2,3,1,3,5dc5da21d999de45a504651b,Nej7R1969c0
3,2,2,1,6,5,4,5ebac054d63dde03790ceef8,cU6os7foP1g
6,6,5,6,3,1,4,5ebac054d63dde03790ceef8,khGyyJuLSgU
6,6,2,2,7,5,6,5ebac054d63dde03790ceef8,czj-OJr9gFs
4,3,2,3,3,1,2,5dc5da21d999de45a504651b,pdzliNhlqWI
1,1,1,1,5,3,3,5dc5da21d999de45a504651b,HO-GyyhtDnA
7,5,5,4,5,1,6,5ebac054d63dde03790ceef8,J1jTgT6DVfs
3,3,2,1,5,6,4,5ebac054d63dde03790ceef8,c62P3ERJ3_s
4,5,1,2,6,2,4,5ebac054d63dde03790ceef8,ZaWRrNOseg4
6,7,2,3,4,1,4,5ebac054d63dde03790ceef8,2-m3SEGs0kM
4,1,6,2,1,1,1,5e78c4ae5a7a1e0009d1ac58,pdzliNhlqWI
3,1,2,1,5,1,2,5dc014ce64064045a688e3c8,n1YdT9RHvwU
5,5,5,6,3,1,4,5cbee08db4b8d300019a4227,bfDv-c9E_Is
7,1,7,5,5,1,2,610e47e32fee3f67f185cb37,x85TYyRIRwU
4,1,5,7,1,1,1,5dc014ce64064045a688e3c8,AB8ud4ogIvo
5,3,1,1,4,1,3,610e47e32fee3f67f185cb37,cYszuGaptkk
5,3,4,3,5,1,4,5cbee08db4b8d300019a4227,GUJ8PfvfQOU
2,1,2,5,2,1,2,5dc014ce64064045a688e3c8,EsoVjRdPCoU
5,5,4,5,5,1,3,5cbee08db4b8d300019a4227,2-m3SEGs0kM
2,1,1,1,7,1,3,5dc014ce64064045a688e3c8,NHcDF9wyXpM
2,1,1,1,3,5,3,5dc014ce64064045a688e3c8,HO-GyyhtDnA
1,1,1,1,1,1,1,5c87a3364c1a610001556f1c,VIqv8YRVDuY
4,5,3,2,5,1,1,5ee7c48852b956087468ad8b,_JIlOyI0LUA
3,1,3,1,2,1,1,60f58103f23bca812b229dbb,Jj-N2q3MRIc
3,2,1,2,1,1,1,612b769fef7b5e0dd8896373,2-m3SEGs0kM
1,1,1,1,1,5,1,5c87a3364c1a610001556f1c,Zl-50U1tsBM
2,2,2,4,1,1,1,612b769fef7b5e0dd8896373,pdzliNhlqWI
2,1,2,2,4,6,6,5d7ebf9e93902b0001965912,6Rg3FFuShGI
4,4,3,5,4,2,3,5eb3d22ffa15221c2e0117c5,Zl-50U1tsBM
5,2,6,4,3,1,2,5d7ebf9e93902b0001965912,tyjlxbHsnuY
5,5,4,2,5,1,4,5cbee08db4b8d300019a4227,1cBoo3E5b3Y
2,2,2,1,5,5,2,5ee7c48852b956087468ad8b,HO-GyyhtDnA
5,3,5,2,4,1,1,5ee7c48852b956087468ad8b,pdzliNhlqWI
4,1,2,2,1,1,1,60f58103f23bca812b229dbb,VIqv8YRVDuY
7,5,7,5,6,1,1,610e47e32fee3f67f185cb37,LHZKQoaZMpY
4,1,3,2,1,1,1,60f58103f23bca812b229dbb,pdzliNhlqWI
6,3,5,2,4,2,3,5d7ebf9e93902b0001965912,CfmWvEX_r7Y
6,5,6,6,4,1,4,59b555702a78fd00010b86d4,VIqv8YRVDuY
3,3,1,1,1,1,1,60f58103f23bca812b229dbb,2-m3SEGs0kM
2,1,1,2,5,6,5,5d7ebf9e93902b0001965912,HO-GyyhtDnA
6,3,2,3,5,3,5,5d7ebf9e93902b0001965912,cYszuGaptkk
5,4,6,6,3,1,4,59b555702a78fd00010b86d4,2-m3SEGs0kM
6,5,3,4,4,2,3,5d7ebf9e93902b0001965912,2-m3SEGs0kM
7,5,4,1,5,1,3,5dc5da21d999de45a504651b,L_k7TXQ2Tmw
3,1,2,1,5,1,6,5dc5da21d999de45a504651b,SFDQWY3IQ6A
6,1,4,5,1,1,4,5dc5da21d999de45a504651b,z3Rub01-9J0
6,6,6,3,3,1,2,5ebac054d63dde03790ceef8,6yR2CgfoRbo
4,1,3,5,1,1,2,5dc5da21d999de45a504651b,NW9w3nKtjO4
2,1,1,1,3,2,2,5dc5da21d999de45a504651b,zabpEcBueg8
5,5,6,5,5,1,6,5ebac054d63dde03790ceef8,Eej5_xQMdF0
4,1,2,2,2,1,1,5dc5da21d999de45a504651b,FYpPMELi0Co
4,3,2,2,2,2,3,5dc5da21d999de45a504651b,2-m3SEGs0kM
7,4,4,4,5,1,6,5ebac054d63dde03790ceef8,AJKBKR6MPO0
7,4,4,4,5,1,6,5ebac054d63dde03790ceef8,hAiBmTJhhJs
4,1,1,2,4,2,3,5dc5da21d999de45a504651b,cYszuGaptkk
5,1,3,4,3,1,1,5dc5da21d999de45a504651b,VIqv8YRVDuY
1,1,1,1,4,3,4,5dc5da21d999de45a504651b,Zl-50U1tsBM
6,5,4,2,7,2,7,5ebac054d63dde03790ceef8,Kgdwd6Pqip4
7,7,3,3,6,1,6,5ebac054d63dde03790ceef8,Lo_x8RN_x2Y
6,5,5,4,3,1,2,5ebac054d63dde03790ceef8,VIqv8YRVDuY
5,3,1,2,3,1,3,5e78c4ae5a7a1e0009d1ac58,cYszuGaptkk
5,3,5,4,5,1,5,5cbee08db4b8d300019a4227,PowcVq11vCg
5,5,4,2,5,1,4,5cbee08db4b8d300019a4227,UZCoc30OxOE
5,5,4,5,5,1,3,5cbee08db4b8d300019a4227,q1S6UjO6rgQ
7,1,2,2,7,1,6,5dc014ce64064045a688e3c8,ZkKgHOgNKEU
5,4,5,1,5,1,3,5cbee08db4b8d300019a4227,yyyapflC9Wk
2,1,1,1,3,3,1,610e47e32fee3f67f185cb37,2-m3SEGs0kM
5,3,5,5,5,1,3,5cbee08db4b8d300019a4227,bEWuMC5K7vQ
5,3,3,1,5,1,3,5cbee08db4b8d300019a4227,ygXt9OPfzEE
3,2,1,1,7,2,1,610e47e32fee3f67f185cb37,Zl-50U1tsBM
3,2,4,2,5,4,3,5cbee08db4b8d300019a4227,c3vselA9ELQ
1,1,1,1,4,3,1,610e47e32fee3f67f185cb37,HO-GyyhtDnA
6,3,6,1,5,1,5,5cbee08db4b8d300019a4227,cYszuGaptkk
5,5,3,5,4,1,2,5cbee08db4b8d300019a4227,VIqv8YRVDuY
1,1,1,1,3,6,3,5dc014ce64064045a688e3c8,Zl-50U1tsBM
2,1,1,3,3,1,1,5dc014ce64064045a688e3c8,VIqv8YRVDuY
4,1,4,1,5,2,4,611d3570f180b1adea26816b,HO-GyyhtDnA
5,3,4,4,5,2,6,5d7ebf9e93902b0001965912,5PEpjVowR90
2,3,2,2,5,5,2,5ee7c48852b956087468ad8b,gXO6upZqhNc
5,4,6,6,4,1,4,5eb3d22ffa15221c2e0117c5,VIqv8YRVDuY
2,2,2,3,4,4,2,5d7ebf9e93902b0001965912,AoEBDS1OdQk
3,3,3,1,1,1,1,60f58103f23bca812b229dbb,dNeLMKNiAN8
3,4,1,2,1,1,1,60f58103f23bca812b229dbb,xK9Miif2otY
2,2,2,2,5,5,2,5ee7c48852b956087468ad8b,Zl-50U1tsBM
2,1,2,2,4,5,3,5d7ebf9e93902b0001965912,_OzTx2Sushc
5,5,6,7,4,1,5,59b555702a78fd00010b86d4,YOaA1JMpq-0
2,1,1,2,1,1,1,60f58103f23bca812b229dbb,5cthvmrEpJ4
5,5,5,5,5,1,5,59b555702a78fd00010b86d4,v_nZmNvP9J4
2,1,3,2,4,6,4,5d7ebf9e93902b0001965912,fM1ARuVwYT4
6,1,4,1,5,1,2,5dc5da21d999de45a504651b,Mmr-i3_1sFc
6,1,4,5,3,1,5,5dc5da21d999de45a504651b,wdLUxu_OJh4
6,3,3,2,2,1,4,5dc5da21d999de45a504651b,txLhZT3RoNk
3,2,2,2,3,2,3,5dc5da21d999de45a504651b,9h4cr4C1rhc
5,5,3,2,6,1,3,5ebac054d63dde03790ceef8,1svuTm2KSiw
6,2,4,3,3,1,2,5dc5da21d999de45a504651b,GvMmTsqExiw
4,1,1,1,6,6,5,5ebac054d63dde03790ceef8,_3GbX2_IaI8
6,7,2,2,6,2,6,5ebac054d63dde03790ceef8,QhM5cqvPfb0
7,6,2,2,5,1,4,5ebac054d63dde03790ceef8,A_GQGfxzc6k
3,2,1,1,6,6,5,5ebac054d63dde03790ceef8,Zl-50U1tsBM
6,7,4,3,3,1,2,5ebac054d63dde03790ceef8,pdzliNhlqWI
4,2,1,1,4,7,4,5ebac054d63dde03790ceef8,HO-GyyhtDnA
5,3,3,3,5,1,5,5f0749f67f6e1a31b1a0b918,fzl2R57Xsx0
7,3,4,4,4,1,2,5f0749f67f6e1a31b1a0b918,_7-8YYf0dMA
5,4,4,2,5,1,1,5f0749f67f6e1a31b1a0b918,LgDsU1GONwI
6,5,3,1,5,1,1,5f0749f67f6e1a31b1a0b918,1y538s1N3To
5,4,2,4,4,1,1,5f0749f67f6e1a31b1a0b918,m2fzOo3-Lq4
4,2,4,1,6,5,3,5f0749f67f6e1a31b1a0b918,LVmmGDCgDu8
6,4,5,4,4,1,3,5f0749f67f6e1a31b1a0b918,z6cj2wHF1rA
3,3,4,1,6,5,1,5f0749f67f6e1a31b1a0b918,O-h2PeR39PI
4,5,4,2,5,5,1,5f0749f67f6e1a31b1a0b918,erLps-ZnGlc
3,4,2,1,4,5,1,5f0749f67f6e1a31b1a0b918,Z00vBKSQrgU
5,5,5,4,4,1,1,5f0749f67f6e1a31b1a0b918,1yH1AS7GGZU
4,2,4,4,4,1,1,5f0749f67f6e1a31b1a0b918,s8U8-dAaS0Y
6,2,6,7,4,1,5,5f0749f67f6e1a31b1a0b918,NOpz_7iEGD4
6,4,4,3,6,1,5,5f0749f67f6e1a31b1a0b918,Bqw_nmsQQy4
5,3,4,2,6,3,3,5f0749f67f6e1a31b1a0b918,hNEvIimRhe8
5,3,4,2,6,3,3,5f0749f67f6e1a31b1a0b918,d77iqD6bMHM
5,3,5,3,5,2,5,5f0749f67f6e1a31b1a0b918,V5-Q-DY8WFM
5,3,4,4,4,1,1,5f0749f67f6e1a31b1a0b918,9cy0NymlDV0
4,1,3,1,3,1,1,5f0749f67f6e1a31b1a0b918,8hm_SPwqUw4
4,2,3,1,5,2,3,5f0749f67f6e1a31b1a0b918,S6qGevXNPaw
4,2,3,2,4,1,1,5f0749f67f6e1a31b1a0b918,LZm_wAgLSFE
1,1,7,3,3,3,5,5f0749f67f6e1a31b1a0b918,lHCfrK-nIQU
5,3,4,3,4,1,1,5f0749f67f6e1a31b1a0b918,U8w09p6T8r4
5,3,5,3,5,2,4,5f0749f67f6e1a31b1a0b918,RBB1cYpAFbc
4,2,4,1,6,4,3,5f0749f67f6e1a31b1a0b918,Zl-50U1tsBM
2,2,3,1,6,5,2,5f0749f67f6e1a31b1a0b918,HO-GyyhtDnA
5,3,4,2,5,2,4,5f0749f67f6e1a31b1a0b918,cYszuGaptkk
3,1,3,3,4,1,1,5f0749f67f6e1a31b1a0b918,pdzliNhlqWI
5,4,3,4,5,1,1,5f0749f67f6e1a31b1a0b918,2-m3SEGs0kM
4,2,4,4,4,1,1,5f0749f67f6e1a31b1a0b918,VIqv8YRVDuY
5,2,3,1,6,1,2,56235e19ed6e5a0011c80a7b,qMYgXfbpM3E
5,2,2,1,5,1,2,56235e19ed6e5a0011c80a7b,-vSutSWNgLU
5,4,2,1,2,1,2,56235e19ed6e5a0011c80a7b,oc3VxkmHMx0
4,2,1,1,5,1,3,60d1c82e42c14a1bfe66293c,zqvBh_9EQSc
4,2,1,1,5,1,3,60d1c82e42c14a1bfe66293c,Tubf9a3Asxw
6,4,5,5,6,1,5,6019f8c5abe00c1fd54f19d3,SeLZVNxsX2w
5,1,1,1,5,1,1,60d1c82e42c14a1bfe66293c,e18J2Z18Na4
4,1,2,1,6,1,2,56235e19ed6e5a0011c80a7b,dmqgI4JCEuE
4,2,1,1,4,1,2,60d1c82e42c14a1bfe66293c,WnkUUi5AwQo
6,3,3,1,2,1,2,56235e19ed6e5a0011c80a7b,84Q-XLh3fAY
6,5,7,7,7,1,5,6019f8c5abe00c1fd54f19d3,1eojD029X8E
3,2,1,1,2,1,2,56235e19ed6e5a0011c80a7b,Rohm2GCg74U
7,6,4,1,7,2,6,615f4485ee8fcad69ef8d38b,mZNuwuGdeoo
7,6,4,1,7,2,6,615f4485ee8fcad69ef8d38b,P1TUfuacr-s
5,2,1,2,4,1,2,60d1c82e42c14a1bfe66293c,zNLbDvnYln0
5,4,4,3,5,2,2,5eede63f737c352242d67b5b,f6C_P7xu2fc
6,1,5,4,5,1,6,6019f8c5abe00c1fd54f19d3,hxpeslOcIIA
7,6,7,2,6,1,6,615f4485ee8fcad69ef8d38b,x85TYyRIRwU
5,3,4,2,5,4,4,5eede63f737c352242d67b5b,XcdNtsFiLi4
2,2,2,1,5,4,1,56235e19ed6e5a0011c80a7b,tUfD12KNGMQ
5,6,1,1,5,1,6,615f4485ee8fcad69ef8d38b,S8Sob8gzlUg
3,2,1,1,3,1,2,60d1c82e42c14a1bfe66293c,Lt5lr8mebNY
7,3,4,5,3,1,1,615f4485ee8fcad69ef8d38b,BS9a4CFppMo
7,5,4,2,7,1,3,5bd4f33c4b4f9e0001130cc5,ELhRcGY6XyI
4,4,4,3,5,3,3,5eede63f737c352242d67b5b,N7i6-eyd3aI
5,3,2,2,2,1,2,56235e19ed6e5a0011c80a7b,RIotfIo1Blc
4,2,1,1,7,5,5,5bd4f33c4b4f9e0001130cc5,PlFJmhRZsc8
3,2,1,1,3,4,2,60d1c82e42c14a1bfe66293c,hsKRQfwRRSI
4,1,7,3,3,1,3,5e78c4ae5a7a1e0009d1ac58,VIqv8YRVDuY
7,5,7,5,7,1,5,6019f8c5abe00c1fd54f19d3,3ysC1-foJT4
5,4,4,3,5,2,2,5eede63f737c352242d67b5b,xNGvheoGSrE
2,2,1,1,1,1,1,56235e19ed6e5a0011c80a7b,laOxJUcIOdE
4,4,5,3,6,2,6,5bd4f33c4b4f9e0001130cc5,D9qcmuxI4EI
4,5,2,3,4,1,3,60d1c82e42c14a1bfe66293c,FILn56RNEyg
5,2,3,2,7,6,6,5cab5974785bb400176d3380,XQ6Cm2sXveU
3,1,2,3,2,1,1,5a102e9dfdf6fc0001279561,pdzliNhlqWI
6,3,5,6,2,1,2,582ecbacc2e1310001685463,vFlpklOfoaI
7,6,4,6,5,1,3,5bd4f33c4b4f9e0001130cc5,MbDAn99yLwA
4,3,2,2,5,1,1,5d5455f1182ac900014988fd,tRJRP6qUWiA
5,4,4,3,4,2,4,5eede63f737c352242d67b5b,mkap8fCTUKs
7,5,5,3,6,1,1,5cab5974785bb400176d3380,lk2g6a0eS88
7,6,3,1,6,3,1,5dbcab7226c04c250046cab5,Z3JQHGaRQ7I
2,1,1,1,7,5,7,5bd4f33c4b4f9e0001130cc5,ocMZASGjbhg
4,5,2,1,6,1,3,5d5455f1182ac900014988fd,EjxILHpT7I8
5,1,5,1,6,1,5,5cbee08db4b8d300019a4227,weHJ1rLykgs
4,3,4,3,5,3,4,5eede63f737c352242d67b5b,EjxILHpT7I8
4,1,3,5,1,1,4,5dc014ce64064045a688e3c8,tunMW9JZVCc
2,1,1,1,1,1,1,59664cebaf78da0001a22b4a,PN1BbPGS_RQ
7,4,2,1,7,1,7,582ecbacc2e1310001685463,VFXSd8qc7Xk
2,1,1,1,1,1,1,59664cebaf78da0001a22b4a,_H9hUA0Ck8c
4,2,1,1,4,1,1,56235e19ed6e5a0011c80a7b,EjxILHpT7I8
6,6,1,1,5,1,1,5dbcab7226c04c250046cab5,UZCoc30OxOE
5,5,3,1,7,1,4,5fbf5bb18fabf61b61f88006,xP4PYl5twno
1,1,1,1,1,1,2,59664cebaf78da0001a22b4a,cP642WWyWO8
6,5,3,2,5,4,4,5bd4f33c4b4f9e0001130cc5,2J7ZM8U9bw0
3,1,1,2,3,1,1,5a102e9dfdf6fc0001279561,cYszuGaptkk
5,5,4,3,5,1,3,5cbee08db4b8d300019a4227,_JIlOyI0LUA
5,1,5,1,6,1,5,5cbee08db4b8d300019a4227,xmZqmEXulA4
7,5,7,5,2,1,1,610e47e32fee3f67f185cb37,VIqv8YRVDuY
7,4,7,5,4,1,1,610e47e32fee3f67f185cb37,pdzliNhlqWI
1,1,1,1,7,7,3,5dc014ce64064045a688e3c8,26jBFBmrmr4
3,2,3,3,2,1,1,5dc014ce64064045a688e3c8,pdzliNhlqWI
7,5,6,6,5,1,6,6019f8c5abe00c1fd54f19d3,tunMW9JZVCc
6,2,2,1,5,1,1,56235e19ed6e5a0011c80a7b,Bt3xT0QvitI
4,3,3,3,5,5,3,5eede63f737c352242d67b5b,8Zc4RGbyQ8g
6,2,6,3,1,1,2,56235e19ed6e5a0011c80a7b,4fMS076F8pU
4,2,2,2,3,1,1,60d1c82e42c14a1bfe66293c,odLNWTZGSyg
7,1,6,7,2,1,4,5bd4f33c4b4f9e0001130cc5,j_4_Bw7FbR4
5,3,4,3,5,4,4,5eede63f737c352242d67b5b,s-Q4sffZjo8
7,6,7,7,6,1,7,6019f8c5abe00c1fd54f19d3,ptE7EHKWG50
6,7,1,1,6,2,2,615f4485ee8fcad69ef8d38b,5cU-BzR-fek
4,4,3,2,7,5,6,60fb323fd098c157e1e985ae,gmKuMXGtLiU
4,3,3,3,4,3,3,5eede63f737c352242d67b5b,RuAaIaNv48k
6,6,1,1,6,1,1,615f4485ee8fcad69ef8d38b,SLSo8iqFsFE
7,4,4,3,6,1,4,5f0ebcdf13efbf091b37c4b4,DqQZSbSfQ6g
1,1,1,1,6,6,4,615f4485ee8fcad69ef8d38b,upsuBoJQ6k4
7,7,6,5,6,1,3,60fb323fd098c157e1e985ae,KD1XHjYhvVU
5,5,4,2,6,2,3,5d5455f1182ac900014988fd,OrXJVDkRmis
7,6,5,1,7,1,3,615f4485ee8fcad69ef8d38b,86xJR4ep09s
6,4,5,3,6,1,4,5dbcab7226c04c250046cab5,SXkaG2VNqbE
6,6,6,3,5,1,4,5f0ebcdf13efbf091b37c4b4,tXrsSbHI0sQ
6,6,3,2,3,1,3,615f4485ee8fcad69ef8d38b,l0DF8slvlls
2,2,3,1,7,7,4,60fb323fd098c157e1e985ae,73s4SGvL1p4
3,2,1,1,3,2,1,56235e19ed6e5a0011c80a7b,ZoRBJa773Rk
6,5,5,5,6,1,6,6019f8c5abe00c1fd54f19d3,c7zjMd_AlKo
6,6,5,3,6,3,5,5c79211f477abb00168f7f72,uIpha8-eBes
2,2,1,1,1,4,1,59664cebaf78da0001a22b4a,26hYGh4SYX4
2,2,1,2,3,1,2,60d1c82e42c14a1bfe66293c,3cZMIJq5gis
6,1,4,1,7,1,6,5f0ebcdf13efbf091b37c4b4,Hkae1vy8HPA
6,6,6,5,5,1,4,60fb323fd098c157e1e985ae,flaRc0J0BwM
6,6,5,3,6,2,5,5c79211f477abb00168f7f72,8y6pDQTKjrk
5,2,1,1,5,5,4,5dbcab7226c04c250046cab5,k8oFPfgOkzI
7,6,4,4,5,2,3,5bd4f33c4b4f9e0001130cc5,daHsUZiM6p8
6,2,1,1,6,4,2,615f4485ee8fcad69ef8d38b,6Pv0_aeYoCE
6,7,3,1,4,1,1,5f0ebcdf13efbf091b37c4b4,42wqjpxHMdA
5,4,4,3,5,3,3,5eede63f737c352242d67b5b,RKhuCkwN-HQ
4,3,4,4,2,1,1,60fb323fd098c157e1e985ae,a0L1IzEMQ_c
1,1,1,1,1,1,2,59664cebaf78da0001a22b4a,LYVEt97fWLM
7,4,3,1,6,1,7,582ecbacc2e1310001685463,KJSFkldABdY
1,1,1,1,1,1,2,59664cebaf78da0001a22b4a,YGxld6FysWU
6,4,5,4,4,2,3,5c79211f477abb00168f7f72,_XU5qHsC4Aw
5,5,1,1,4,3,1,615f4485ee8fcad69ef8d38b,HWp1y2cHrgo
1,3,1,1,3,5,2,5f0ebcdf13efbf091b37c4b4,qeFDbx2HsxQ
7,7,1,1,4,1,5,5f0ebcdf13efbf091b37c4b4,iQF1XSOxHcs
4,4,1,2,4,1,2,5f0ebcdf13efbf091b37c4b4,hS3bS7GksVk
6,4,7,7,2,1,7,5f0ebcdf13efbf091b37c4b4,wwqq-jbLzK4
3,1,7,3,2,1,2,5f0ebcdf13efbf091b37c4b4,pdzliNhlqWI
6,5,2,1,5,1,1,5ea7e6404920c71db37018f8,N7i6-eyd3aI
4,3,4,1,5,1,2,5ea7e6404920c71db37018f8,suodJ1Iq-kI
3,1,1,1,7,2,3,5ea7e6404920c71db37018f8,14kqmlI3G80
7,2,5,3,3,1,2,5ea7e6404920c71db37018f8,J5HhmWTTGEM
7,2,6,3,2,1,3,5ea7e6404920c71db37018f8,8m1YNv41CKc
7,7,1,1,7,1,1,5ea7e6404920c71db37018f8,EXL8_DhTqNE
5,5,1,1,3,2,1,5ea7e6404920c71db37018f8,tqvV2uFPCfs
5,2,1,1,6,2,1,5ea7e6404920c71db37018f8,HO-GyyhtDnA
5,3,4,3,4,2,2,5eede63f737c352242d67b5b,B4FsikjiUHA
4,3,4,2,5,5,5,60fb323fd098c157e1e985ae,2MFyIarn1mk
7,4,7,7,7,1,7,6019f8c5abe00c1fd54f19d3,1onOMfFae74
7,2,4,1,7,1,5,5bd4f33c4b4f9e0001130cc5,yJ0v0wuokZE
